Vehicle_ID,Vehicle_Type,Route_ID,Date,Start_Location,End_Location,Distance_km,Average_Speed_kmh,Travel_Time_hrs,Number_of_Stops,Road_Type,Traffic_Level,Payload_kg,Idle_Time_min,Driving_Efficiency_Score,Estimated_Fuel_L
VH-0230,Refrigerated Truck,RT-LEI-NOT-532,2023-01-12,Leicester,Nottingham,30.4,71.1,0.43,1,Highway,Low,11790.0,41.1,0.642,8.36
VH-0050,Refrigerated Truck,RT-NOR-CAM-625,2024-09-06,Norwich,Cambridge,69.3,65.6,1.06,0,Highway,Low,20860.0,28.0,0.6801,33.73
VH-0414,Tanker,RT-LON-BRI-747,2023-03-29,London,Bristol,179.4,39.1,4.59,2,Urban,Low,29920.0,43.1,0.5071,125.25
VH-0123,Flatbed,RT-GLA-EDI-762,2023-05-24,Glasgow,Edinburgh,81.9,54.5,1.5,1,Highway,High,11290.0,39.5,0.5989,21.58
VH-0428,Van,RT-COL-CIN-158,2024-02-29,Columbus,Cincinnati,183.7,85.4,2.15,3,Highway,High,2360.0,58.2,0.5637,10.12
VH-0204,Heavy Truck,RT-DET-CLE-859,2024-05-03,Detroit,Cleveland,253.9,79.7,3.19,3,Highway,Low,19680.0,93.4,0.3999,116.59
VH-0293,Van,RT-BRI-CAR-995,2024-06-21,Bristol,Cardiff,56.0,74.3,0.75,0,Highway,High,3280.0,18.6,0.7454,4.29
VH-0184,Van,RT-SEA-POR-888,2023-08-31,Seattle,Portland,269.3,81.5,3.3,6,Highway,Moderate,1650.0,120.6,0.2731,10.37
VH-0138,Medium Truck,RT-LIV-MAN-506,2022-01-08,Liverpool,Manchester,54.3,64.2,0.85,3,Highway,Moderate,5880.0,86.1,0.3838,7.45
VH-0103,Van,RT-EXE-PLY-397,2022-01-27,Exeter,Plymouth,52.0,83.6,0.62,1,Rural,Low,2570.0,33.2,0.7125,3.12
VH-0402,Medium Truck,RT-MIA-ORL-826,2024-12-06,Miami,Orlando,392.0,66.8,5.87,4,Highway,Low,13960.0,103.7,0.3083,127.69
VH-0365,Heavy Truck,RT-PHO-TUC-881,2023-09-07,Phoenix,Tucson,176.5,69.8,2.53,2,Highway,Moderate,10860.0,47.6,0.5777,44.73
VH-0303,Van,RT-BIR-WOL-681,2024-07-27,Birmingham,Wolverhampton,21.3,58.5,0.36,1,Urban,Low,2900.0,31.7,0.6434,1.44
VH-0353,Medium Truck,RT-MAN-LIV-450,2022-02-17,Manchester,Liverpool,54.1,48.5,1.12,1,Urban,Low,7420.0,34.3,0.6026,9.37
VH-0441,Tanker,RT-DAL-HOU-505,2022-09-28,Dallas,Houston,430.5,38.3,11.24,7,Urban,Moderate,24010.0,190.2,0.145,241.18
VH-0039,Flatbed,RT-LON-LUT-534,2024-04-02,London,Luton,50.3,58.6,0.86,1,Mixed,Moderate,20470.0,23.3,0.6787,24.02
VH-0117,Refrigerated Truck,RT-NEW-PHI-732,2024-06-15,New York,Philadelphia,146.7,58.7,2.5,1,Highway,Moderate,13760.0,38.3,0.6165,47.1
VH-0300,Medium Truck,RT-NEW-PHI-505,2023-12-23,New York,Philadelphia,142.8,87.1,1.64,3,Highway,Low,13330.0,57.4,0.5721,44.42
VH-0283,Tanker,RT-MIN-MIL-912,2022-05-03,Minneapolis,Milwaukee,466.8,54.7,8.53,8,Highway,Moderate,25970.0,166.5,0.1863,282.87
VH-0059,Heavy Truck,RT-CAR-NEW-257,2024-05-27,Cardiff,Newport,17.9,55.2,0.32,3,Urban,High,25920.0,61.0,0.4614,10.83
VH-0313,Flatbed,RT-LEI-NOT-345,2023-02-03,Leicester,Nottingham,30.5,69.5,0.44,3,Highway,Low,12450.0,59.7,0.5098,8.86
VH-0190,Van,RT-DAL-HOU-939,2022-09-21,Dallas,Houston,434.0,79.8,5.44,3,Highway,High,2220.0,64.4,0.5211,22.48
VH-0036,Heavy Truck,RT-MAN-LIV-906,2022-09-30,Manchester,Liverpool,54.9,49.4,1.11,1,Urban,Moderate,19780.0,24.1,0.6478,25.34
VH-0342,Refrigerated Truck,RT-COL-CIN-881,2023-11-02,Columbus,Cincinnati,162.0,73.3,2.21,1,Highway,Low,12340.0,39.0,0.6574,46.65
VH-0120,Flatbed,RT-GLA-EDI-115,2022-03-02,Glasgow,Edinburgh,67.8,70.5,0.96,0,Highway,Low,8950.0,19.6,0.7298,14.16
VH-0393,Heavy Truck,RT-LOU-LEX-928,2023-10-24,Louisville,Lexington,96.7,61.1,1.58,4,Highway,Low,14220.0,87.7,0.3579,32.09
VH-0301,Heavy Truck,RT-MAN-LIV-981,2022-08-20,Manchester,Liverpool,59.5,43.3,1.37,2,Urban,Congested,16500.0,118.6,0.2024,22.91
VH-0186,Medium Truck,RT-NAS-MEM-117,2022-06-16,Nashville,Memphis,361.9,79.9,4.53,7,Highway,Moderate,11110.0,90.7,0.3868,93.82
VH-0385,Refrigerated Truck,RT-RIC-BAL-333,2022-02-14,Richmond,Baltimore,167.3,60.6,2.76,1,Highway,High,10520.0,37.8,0.6243,41.07
VH-0456,Van,RT-CHI-DET-520,2022-06-26,Chicago,Detroit,468.7,69.5,6.74,2,Highway,Moderate,3460.0,36.3,0.6239,37.84
VH-0305,Heavy Truck,RT-MAN-LEE-249,2024-03-30,Manchester,Leeds,64.4,72.0,0.89,3,Highway,Low,12050.0,72.7,0.4631,18.11
VH-0260,Medium Truck,RT-HOU-NEW-933,2023-11-08,Houston,New Orleans,521.8,86.8,6.01,8,Highway,Moderate,13030.0,73.6,0.476,158.64
VH-0499,Medium Truck,RT-LIV-MAN-174,2022-11-24,Liverpool,Manchester,50.1,39.2,1.28,2,Urban,Moderate,7010.0,52.8,0.4667,8.19
VH-0417,Tanker,RT-LON-BRI-921,2023-02-02,London,Bristol,187.8,39.0,4.82,4,Urban,Moderate,21770.0,79.4,0.3292,95.4
VH-0381,Flatbed,RT-LOU-LEX-643,2024-03-28,Louisville,Lexington,85.7,58.3,1.47,1,Mixed,Moderate,23850.0,40.8,0.6049,47.69
VH-0066,Medium Truck,RT-HOU-NEW-563,2024-10-31,Houston,New Orleans,637.6,73.6,8.66,7,Highway,Congested,5130.0,283.9,0.2458,76.32
VH-0408,Tanker,RT-PHO-TUC-637,2022-02-04,Phoenix,Tucson,160.1,58.6,2.73,2,Highway,Moderate,24960.0,59.8,0.4933,93.24
VH-0266,Flatbed,RT-COV-LEI-359,2023-12-15,Coventry,Leicester,34.5,75.3,0.46,0,Highway,Moderate,20860.0,27.5,0.7113,16.79
VH-0084,Medium Truck,RT-CHI-IND-148,2022-07-19,Chicago,Indianapolis,273.8,81.6,3.36,2,Highway,Moderate,7290.0,51.3,0.5977,46.57
VH-0298,Refrigerated Truck,RT-LON-LUT-862,2023-06-25,London,Luton,55.2,50.8,1.09,1,Mixed,Moderate,19000.0,26.0,0.6441,24.47
VH-0262,Medium Truck,RT-NEW-BOS-648,2022-04-12,New York,Boston,352.0,73.3,4.8,5,Highway,Low,8830.0,74.2,0.4441,72.52
VH-0015,Van,RT-ATL-CHA-884,2024-01-09,Atlanta,Charlotte,493.0,78.7,6.26,9,Highway,Moderate,2650.0,125.0,0.2561,30.48
VH-0193,Van,RT-DAL-HOU-590,2023-01-07,Dallas,Houston,415.3,60.6,6.85,5,Mixed,High,2760.0,196.4,0.2151,26.75
VH-0021,Medium Truck,RT-NEW-BOS-998,2024-12-12,New York,Boston,297.9,80.5,3.7,2,Highway,Moderate,7630.0,59.4,0.5607,53.04
VH-0322,Refrigerated Truck,RT-NEW-BOS-848,2022-01-17,New York,Boston,359.6,70.0,5.14,3,Rural,Moderate,18690.0,69.2,0.4717,156.82
VH-0188,Refrigerated Truck,RT-SHE-HUL-607,2024-03-04,Sheffield,Hull,81.2,50.3,1.61,1,Mixed,Low,9110.0,43.4,0.5701,17.26
VH-0258,Tanker,RT-MAN-LEE-452,2022-05-07,Manchester,Leeds,71.4,61.6,1.16,1,Highway,High,24980.0,49.5,0.5786,41.62
VH-0323,Flatbed,RT-LOU-LEX-368,2023-01-17,Louisville,Lexington,101.7,61.1,1.66,1,Rural,Low,14300.0,41.0,0.6125,33.93
VH-0298,Refrigerated Truck,RT-LIV-MAN-686,2024-11-03,Liverpool,Manchester,54.1,40.2,1.35,2,Urban,Low,10420.0,44.4,0.5023,13.15
VH-0104,Medium Truck,RT-LIV-MAN-922,2023-06-11,Liverpool,Manchester,53.7,72.6,0.74,1,Highway,Low,9680.0,37.8,0.6603,12.13
VH-0195,Flatbed,RT-LON-BRI-206,2023-06-17,London,Bristol,213.8,71.0,3.01,3,Highway,Low,16470.0,41.3,0.5909,82.16
VH-0339,Van,RT-PHO-TUC-434,2022-03-03,Phoenix,Tucson,202.1,63.7,3.17,4,Mixed,High,2790.0,160.9,0.2311,13.16
VH-0206,Tanker,RT-LOS-SAN-284,2022-03-07,Los Angeles,San Francisco,660.7,60.8,10.87,5,Highway,Low,21340.0,143.0,0.2157,328.98
VH-0481,Van,RT-CAR-NEW-529,2024-02-25,Cardiff,Newport,16.3,65.0,0.25,0,Mixed,Moderate,1840.0,26.2,0.6858,0.7
VH-0201,Heavy Truck,RT-ATL-CHA-753,2022-08-16,Atlanta,Charlotte,479.4,59.9,8.0,5,Mixed,High,23850.0,87.4,0.3489,266.79
VH-0347,Van,RT-COV-LEI-978,2024-11-04,Coventry,Leicester,30.8,94.8,0.32,1,Highway,Moderate,2210.0,36.4,0.7327,1.59
VH-0455,Flatbed,RT-NOR-CAM-807,2023-02-21,Norwich,Cambridge,75.4,72.6,1.04,0,Highway,Moderate,14990.0,20.0,0.7345,26.37
VH-0082,Refrigerated Truck,RT-DEN-SAL-623,2022-04-30,Denver,Salt Lake City,792.9,46.6,17.02,12,Urban,High,16240.0,422.3,0.158,300.46
VH-0074,Medium Truck,RT-MAN-LIV-806,2023-04-08,Manchester,Liverpool,62.8,50.2,1.25,1,Urban,Low,6480.0,23.3,0.6535,9.5
VH-0311,Medium Truck,RT-MIA-ORL-231,2023-01-11,Miami,Orlando,405.7,78.4,5.17,5,Highway,Moderate,9420.0,133.2,0.2685,89.17
VH-0140,Van,RT-LON-CAM-205,2022-07-20,London,Cambridge,93.3,98.3,0.95,0,Highway,High,2860.0,29.0,0.7741,6.23
VH-0219,Flatbed,RT-NEW-LEE-166,2024-07-02,Newcastle,Leeds,120.1,74.7,1.61,0,Highway,Moderate,22390.0,26.0,0.7158,62.74
VH-0258,Tanker,RT-ABE-INV-493,2022-09-02,Aberdeen,Inverness,177.2,59.4,2.98,2,Rural,Low,21990.0,62.9,0.4828,90.92
VH-0104,Medium Truck,RT-GLA-EDI-766,2022-10-19,Glasgow,Edinburgh,63.7,77.4,0.82,0,Highway,Moderate,12150.0,6.3,0.8059,18.06
VH-0377,Tanker,RT-ATL-CHA-679,2022-05-15,Atlanta,Charlotte,388.0,67.1,5.78,8,Highway,Moderate,26210.0,177.5,0.2235,237.29
VH-0085,Tanker,RT-CHI-IND-957,2022-03-17,Chicago,Indianapolis,271.2,59.0,4.6,5,Highway,Moderate,25260.0,134.2,0.2103,159.85
VH-0067,Tanker,RT-NEW-PHI-388,2024-08-09,New York,Philadelphia,142.8,59.9,2.38,2,Highway,High,18370.0,81.4,0.4072,61.21
VH-0325,Flatbed,RT-MIN-MIL-893,2023-10-08,Minneapolis,Milwaukee,545.3,74.9,7.28,9,Highway,Moderate,21140.0,109.5,0.2885,268.98
VH-0478,Tanker,RT-CHI-IND-615,2023-01-02,Chicago,Indianapolis,262.2,52.0,5.04,5,Highway,High,24430.0,115.7,0.2072,149.46
VH-0254,Heavy Truck,RT-YOR-LEE-178,2024-11-24,York,Leeds,30.8,60.0,0.51,0,Rural,Moderate,16550.0,23.8,0.6808,11.89
VH-0160,Tanker,RT-CAR-NEW-860,2023-02-14,Cardiff,Newport,20.0,36.6,0.55,2,Urban,High,27250.0,83.5,0.3388,12.72
VH-0455,Flatbed,RT-LON-CAM-632,2022-04-17,London,Cambridge,89.6,77.6,1.15,1,Highway,Low,13150.0,25.8,0.7253,27.49
VH-0050,Refrigerated Truck,RT-LOS-LAS-124,2022-10-26,Los Angeles,Las Vegas,470.9,73.9,6.37,4,Highway,Low,18750.0,99.3,0.348,206.02
VH-0267,Medium Truck,RT-SOU-POR-195,2022-09-19,Southampton,Portsmouth,31.6,48.7,0.65,3,Urban,Moderate,10150.0,61.7,0.439,7.48
VH-0162,Heavy Truck,RT-DEN-SAL-677,2022-12-01,Denver,Salt Lake City,637.8,53.0,12.03,8,Mixed,High,18490.0,150.5,0.1812,275.17
VH-0484,Tanker,RT-NEW-PHI-558,2024-11-11,New York,Philadelphia,151.6,64.3,2.36,3,Highway,Low,25120.0,77.1,0.4216,88.86
VH-0015,Van,RT-MAN-LEE-255,2024-02-03,Manchester,Leeds,75.9,86.0,0.88,0,Highway,Low,3490.0,12.1,0.8076,6.18
VH-0464,Refrigerated Truck,RT-LON-BRI-324,2023-08-18,London,Bristol,165.1,62.7,2.63,2,Highway,High,10150.0,77.7,0.431,39.1
VH-0237,Heavy Truck,RT-LOS-SAN-475,2023-06-18,Los Angeles,San Francisco,581.6,45.4,12.81,5,Urban,Moderate,24780.0,133.6,0.1695,336.28
VH-0470,Heavy Truck,RT-LOS-SAN-148,2024-06-19,Los Angeles,San Francisco,654.8,49.7,13.18,9,Mixed,High,25540.0,122.1,0.1691,390.22
VH-0035,Refrigerated Truck,RT-LEE-SHE-595,2024-01-18,Leeds,Sheffield,58.8,75.6,0.78,0,Highway,High,18020.0,14.4,0.7668,24.72
VH-0398,Refrigerated Truck,RT-EDI-DUN-668,2024-07-16,Edinburgh,Dundee,80.2,72.3,1.11,0,Highway,Moderate,21770.0,23.2,0.7202,40.74
VH-0131,Refrigerated Truck,RT-RIC-BAL-974,2023-12-19,Richmond,Baltimore,165.3,67.5,2.45,4,Highway,Low,9000.0,60.2,0.4917,34.71
VH-0478,Tanker,RT-RIC-BAL-613,2022-06-15,Richmond,Baltimore,180.6,65.7,2.75,1,Highway,Moderate,22090.0,42.6,0.6196,93.09
VH-0287,Tanker,RT-PHO-TUC-242,2024-05-29,Phoenix,Tucson,160.2,51.5,3.11,4,Highway,Moderate,24460.0,80.1,0.3608,91.43
VH-0121,Flatbed,RT-LOS-LAS-588,2024-01-16,Los Angeles,Las Vegas,392.7,73.3,5.36,9,Highway,Moderate,9150.0,101.9,0.3153,83.84
VH-0041,Refrigerated Truck,RT-EDI-DUN-823,2024-09-24,Edinburgh,Dundee,91.1,39.8,2.29,1,Urban,High,8260.0,17.6,0.6467,17.56
VH-0402,Medium Truck,RT-LON-BRI-929,2022-03-20,London,Bristol,208.0,70.5,2.95,3,Rural,Low,9640.0,84.8,0.4082,46.79
VH-0029,Tanker,RT-LON-CAM-533,2023-09-12,London,Cambridge,108.3,57.4,1.89,0,Highway,High,28140.0,29.9,0.6476,71.11
VH-0434,Tanker,RT-SHE-HUL-582,2023-03-21,Sheffield,Hull,78.4,49.8,1.57,0,Mixed,Low,19400.0,16.5,0.6806,35.49
VH-0408,Tanker,RT-MIA-ORL-583,2023-07-18,Miami,Orlando,388.6,66.7,5.83,6,Highway,Congested,16660.0,200.8,0.2287,151.06
VH-0003,Heavy Truck,RT-BRI-CAR-739,2022-11-18,Bristol,Cardiff,47.1,67.6,0.7,0,Mixed,Moderate,24460.0,27.1,0.6899,26.88
VH-0066,Medium Truck,RT-CHI-DET-396,2023-04-21,Chicago,Detroit,505.2,80.6,6.27,7,Highway,Low,13870.0,92.2,0.3826,163.5
VH-0073,Heavy Truck,RT-LIV-MAN-503,2024-10-22,Liverpool,Manchester,52.7,48.5,1.09,1,Urban,Moderate,12360.0,27.2,0.6322,15.2
VH-0068,Heavy Truck,RT-MIA-ORL-296,2023-11-07,Miami,Orlando,369.0,66.0,5.59,14,Highway,Moderate,21000.0,179.8,0.2162,180.81
VH-0187,Medium Truck,RT-NEW-BOS-851,2024-10-16,New York,Boston,388.8,85.4,4.55,4,Highway,Moderate,8850.0,104.6,0.3604,80.29
VH-0145,Medium Truck,RT-DAL-HOU-722,2022-09-13,Dallas,Houston,357.8,82.7,4.33,7,Highway,Moderate,7670.0,166.8,0.2731,64.03
VH-0267,Medium Truck,RT-PHO-TUC-880,2023-02-09,Phoenix,Tucson,211.5,76.9,2.75,1,Highway,Moderate,9420.0,19.6,0.749,46.49
VH-0067,Tanker,RT-CHI-IND-427,2024-07-25,Chicago,Indianapolis,286.4,56.1,5.11,2,Highway,Moderate,25490.0,33.2,0.5966,170.34
VH-0157,Refrigerated Truck,RT-BRI-CAR-805,2023-11-19,Bristol,Cardiff,54.2,64.9,0.84,0,Mixed,Low,11940.0,12.1,0.7443,15.1
VH-0153,Flatbed,RT-PHO-TUC-931,2022-03-25,Phoenix,Tucson,200.2,68.2,2.94,3,Highway,Low,11420.0,46.9,0.5592,53.35
VH-0245,Heavy Truck,RT-MAN-LEE-112,2022-08-04,Manchester,Leeds,72.2,46.7,1.55,1,Urban,Moderate,11880.0,33.4,0.6009,20.01
VH-0354,Heavy Truck,RT-DEN-SAL-857,2023-12-31,Denver,Salt Lake City,752.6,54.9,13.71,10,Mixed,High,17930.0,240.4,0.1829,314.86
VH-0105,Tanker,RT-RIC-BAL-450,2023-09-15,Richmond,Baltimore,192.4,63.5,3.03,3,Highway,Low,19700.0,62.5,0.4801,88.44
VH-0256,Medium Truck,RT-LOS-LAS-506,2022-12-07,Los Angeles,Las Vegas,448.6,73.1,6.14,4,Highway,Moderate,9090.0,73.8,0.4518,95.15
VH-0435,Refrigerated Truck,RT-RIC-BAL-840,2024-09-02,Richmond,Baltimore,208.3,66.6,3.13,2,Highway,Low,11840.0,42.7,0.5885,57.55
VH-0487,Medium Truck,RT-GLA-EDI-526,2023-05-11,Glasgow,Edinburgh,69.4,87.3,0.79,0,Highway,Low,5660.0,12.9,0.8081,9.17
VH-0306,Tanker,RT-COV-LEI-482,2024-11-12,Coventry,Leicester,35.4,78.1,0.45,0,Highway,Low,20190.0,8.6,0.7985,16.68
VH-0121,Flatbed,RT-NOR-CAM-341,2023-12-28,Norwich,Cambridge,63.0,77.2,0.82,1,Highway,Low,23690.0,21.7,0.7412,34.82
VH-0260,Medium Truck,RT-LOS-LAS-375,2024-10-08,Los Angeles,Las Vegas,373.9,84.5,4.42,6,Highway,Congested,6850.0,225.7,0.2821,59.76
VH-0284,Heavy Truck,RT-DET-CLE-489,2024-10-01,Detroit,Cleveland,294.2,55.3,5.32,7,Highway,Moderate,13560.0,168.1,0.1909,93.08
VH-0312,Flatbed,RT-NEW-LEE-214,2023-05-15,Newcastle,Leeds,118.3,74.2,1.59,2,Highway,Low,18710.0,55.2,0.5593,51.65
VH-0280,Heavy Truck,RT-BIR-MAN-916,2022-03-19,Birmingham,Manchester,89.8,69.7,1.29,1,Highway,Low,10410.0,28.4,0.6908,21.81
VH-0379,Medium Truck,RT-RIC-BAL-348,2022-05-05,Richmond,Baltimore,164.8,92.5,1.78,1,Highway,Low,8680.0,38.1,0.7188,33.38
VH-0479,Heavy Truck,RT-CAR-NEW-118,2022-06-04,Cardiff,Newport,19.7,53.6,0.37,1,Urban,High,24260.0,44.5,0.5754,11.15
VH-0337,Van,RT-ABE-INV-350,2024-01-15,Aberdeen,Inverness,180.2,64.7,2.79,4,Rural,Congested,1260.0,155.4,0.2341,5.3
VH-0226,Refrigerated Truck,RT-LON-COV-418,2024-12-10,London,Coventry,136.6,71.1,1.92,1,Highway,Low,8090.0,39.9,0.647,25.79
VH-0243,Van,RT-DET-CLE-430,2023-08-18,Detroit,Cleveland,235.6,56.7,4.16,3,Highway,Moderate,1290.0,49.8,0.5126,7.09
VH-0484,Tanker,RT-LON-BRI-647,2024-11-30,London,Bristol,178.2,71.8,2.48,1,Highway,Low,22930.0,33.2,0.6771,95.34
VH-0121,Flatbed,RT-YOR-LEE-664,2024-04-30,York,Leeds,36.0,55.7,0.65,2,Mixed,Congested,22420.0,49.4,0.5279,18.83
VH-0402,Medium Truck,RT-NEW-LEE-942,2024-07-30,Newcastle,Leeds,99.4,54.7,1.82,1,Mixed,Moderate,11070.0,23.7,0.6654,25.68
VH-0096,Medium Truck,RT-MIN-MIL-948,2024-08-27,Minneapolis,Milwaukee,515.5,57.2,9.01,7,Urban,Low,8120.0,130.6,0.1966,97.67
VH-0282,Tanker,RT-LOS-SAN-955,2023-02-07,Los Angeles,San Francisco,651.7,54.6,11.94,6,Highway,Moderate,26150.0,147.0,0.1924,397.65
VH-0004,Tanker,RT-MAN-LEE-530,2022-02-14,Manchester,Leeds,76.8,43.1,1.78,1,Urban,Congested,21030.0,35.7,0.5806,37.69
VH-0334,Refrigerated Truck,RT-NEW-PHI-830,2023-09-18,New York,Philadelphia,158.0,74.1,2.13,1,Highway,Moderate,9190.0,31.9,0.6894,33.88
VH-0043,Medium Truck,RT-BIR-MAN-839,2023-02-17,Birmingham,Manchester,101.9,74.3,1.37,3,Highway,Moderate,10370.0,86.1,0.4142,24.66
VH-0385,Refrigerated Truck,RT-MIA-ORL-953,2022-11-11,Miami,Orlando,364.1,74.4,4.89,5,Highway,Low,17160.0,86.4,0.3965,145.79
VH-0450,Medium Truck,RT-CHI-IND-422,2024-06-01,Chicago,Indianapolis,263.0,74.8,3.52,2,Highway,Low,6530.0,46.9,0.5956,40.07
VH-0329,Tanker,RT-SEA-POR-453,2023-01-13,Seattle,Portland,264.2,69.9,3.78,4,Highway,High,24680.0,108.4,0.298,152.14
VH-0240,Van,RT-SEA-POR-807,2023-10-29,Seattle,Portland,253.9,75.3,3.37,3,Highway,Low,1560.0,52.9,0.5555,9.24
VH-0113,Heavy Truck,RT-LON-COV-289,2022-08-08,London,Coventry,176.3,45.3,3.89,5,Urban,Moderate,18630.0,64.3,0.4013,76.64
VH-0470,Heavy Truck,RT-BIR-WOL-944,2022-05-06,Birmingham,Wolverhampton,22.3,54.7,0.41,1,Mixed,Low,18980.0,42.6,0.5866,9.88
VH-0040,Refrigerated Truck,RT-MIN-MIL-458,2024-04-30,Minneapolis,Milwaukee,608.6,70.9,8.58,10,Highway,Low,18850.0,134.8,0.2309,267.68
VH-0484,Tanker,RT-NEW-LEE-984,2023-01-01,Newcastle,Leeds,109.7,58.8,1.87,3,Highway,Low,19090.0,50.7,0.5152,48.86
VH-0025,Van,RT-EDI-DUN-219,2024-08-03,Edinburgh,Dundee,84.6,90.2,0.94,0,Highway,Moderate,2570.0,6.7,0.8427,5.07
VH-0165,Refrigerated Truck,RT-MIA-ORL-123,2023-10-24,Miami,Orlando,359.5,79.3,4.53,4,Highway,High,17710.0,111.6,0.3129,148.56
VH-0341,Tanker,RT-RIC-BAL-216,2022-06-05,Richmond,Baltimore,168.6,61.5,2.74,1,Highway,Low,15890.0,37.1,0.6299,62.51
VH-0500,Tanker,RT-COV-LEI-578,2024-03-20,Coventry,Leicester,30.3,48.6,0.62,1,Mixed,High,22820.0,39.9,0.5796,16.13
VH-0411,Tanker,RT-MAN-LEE-391,2022-07-13,Manchester,Leeds,74.4,64.2,1.16,0,Highway,Low,21580.0,18.9,0.7138,37.46
VH-0310,Medium Truck,RT-BIR-WOL-410,2022-08-15,Birmingham,Wolverhampton,19.4,51.5,0.38,0,Urban,High,7480.0,7.3,0.7241,3.39
VH-0063,Van,RT-BRI-BAT-165,2024-04-18,Bristol,Bath,18.1,54.8,0.33,0,Urban,Moderate,2240.0,8.0,0.7311,0.95
VH-0022,Van,RT-DET-CLE-936,2022-05-14,Detroit,Cleveland,296.0,100.0,2.96,2,Highway,Low,1600.0,67.4,0.5858,11.05
VH-0082,Refrigerated Truck,RT-ATL-CHA-728,2024-08-26,Atlanta,Charlotte,390.9,65.8,5.94,6,Highway,Low,20930.0,100.2,0.3085,190.9
VH-0317,Heavy Truck,RT-LEE-SHE-587,2023-09-23,Leeds,Sheffield,52.0,74.3,0.7,0,Highway,High,20570.0,28.5,0.7041,24.96
VH-0173,Heavy Truck,RT-LON-BIR-961,2024-02-12,London,Birmingham,152.6,68.9,2.21,5,Highway,High,16750.0,135.4,0.24,59.64
VH-0139,Medium Truck,RT-MAN-LEE-458,2024-01-31,Manchester,Leeds,73.8,71.9,1.03,0,Rural,Moderate,5900.0,18.8,0.7374,10.16
VH-0231,Flatbed,RT-DEN-SAL-234,2024-06-06,Denver,Salt Lake City,770.7,79.4,9.71,9,Highway,Congested,16030.0,281.7,0.2582,288.27
VH-0467,Medium Truck,RT-ATL-CHA-896,2022-12-20,Atlanta,Charlotte,385.5,80.7,4.78,3,Highway,High,5300.0,91.9,0.4092,47.67
VH-0390,Flatbed,RT-MAN-LEE-641,2024-03-10,Manchester,Leeds,70.8,73.8,0.96,0,Highway,Moderate,11980.0,23.3,0.7243,19.79
VH-0074,Medium Truck,RT-MIA-ORL-983,2024-08-14,Miami,Orlando,392.5,67.7,5.8,6,Highway,Moderate,5080.0,164.2,0.2317,46.52
VH-0334,Refrigerated Truck,RT-CHI-IND-425,2024-12-02,Chicago,Indianapolis,317.1,68.8,4.61,6,Highway,Low,8870.0,158.3,0.235,65.63
VH-0126,Medium Truck,RT-BRI-BAT-406,2023-06-14,Bristol,Bath,18.7,69.3,0.27,0,Rural,Low,9720.0,12.4,0.7562,4.24
VH-0475,Medium Truck,RT-NOR-CAM-278,2024-03-27,Norwich,Cambridge,66.0,61.7,1.07,0,Rural,Moderate,6510.0,23.6,0.6868,10.03
VH-0213,Flatbed,RT-SHE-HUL-647,2023-04-13,Sheffield,Hull,85.2,53.0,1.61,0,Mixed,Low,9830.0,22.4,0.6657,19.54
VH-0451,Tanker,RT-MAN-LIV-445,2023-10-16,Manchester,Liverpool,54.6,41.0,1.33,0,Urban,High,29240.0,21.1,0.6351,37.25
VH-0462,Van,RT-LEI-NOT-191,2024-07-18,Leicester,Nottingham,23.8,91.4,0.26,3,Highway,High,2180.0,94.2,0.4317,1.21
VH-0098,Flatbed,RT-ABE-INV-123,2024-03-14,Aberdeen,Inverness,151.4,66.4,2.28,1,Rural,Moderate,23590.0,37.3,0.6438,83.34
VH-0030,Van,RT-BRI-CAR-613,2024-10-05,Bristol,Cardiff,56.4,79.6,0.71,1,Highway,Low,2960.0,51.6,0.6238,3.9
VH-0228,Tanker,RT-LON-BRI-685,2022-12-06,London,Bristol,160.3,53.4,3.0,1,Mixed,Moderate,22870.0,43.0,0.581,85.54
VH-0438,Refrigerated Truck,RT-BIR-WOL-667,2023-10-17,Birmingham,Wolverhampton,23.3,50.6,0.46,2,Urban,Low,9970.0,71.3,0.4214,5.42
VH-0153,Flatbed,RT-LEE-SHE-126,2023-11-10,Leeds,Sheffield,51.3,73.6,0.7,0,Highway,Moderate,11180.0,15.4,0.7566,13.38
VH-0300,Medium Truck,RT-LON-LUT-526,2022-01-04,London,Luton,54.1,59.7,0.91,4,Mixed,Moderate,13230.0,72.2,0.4183,16.7
VH-0265,Van,RT-DET-CLE-982,2022-11-17,Detroit,Cleveland,304.2,70.5,4.31,1,Highway,High,1920.0,29.6,0.6882,13.63
VH-0259,Flatbed,RT-SEA-POR-369,2022-01-23,Seattle,Portland,267.4,45.8,5.84,2,Mixed,Low,15510.0,49.3,0.4986,96.77
VH-0453,Van,RT-GLA-EDI-607,2022-08-02,Glasgow,Edinburgh,65.1,82.4,0.79,3,Highway,Low,3420.0,45.7,0.6068,5.19
VH-0230,Refrigerated Truck,RT-NEW-LEE-436,2022-01-31,Newcastle,Leeds,96.9,68.8,1.41,0,Highway,Moderate,8450.0,24.0,0.7064,19.11
VH-0462,Van,RT-MAN-LIV-537,2024-12-15,Manchester,Liverpool,61.7,51.1,1.21,0,Urban,High,1820.0,19.8,0.6708,2.62
VH-0145,Medium Truck,RT-DAL-HOU-354,2022-06-18,Dallas,Houston,358.9,89.0,4.03,7,Highway,Moderate,6540.0,157.1,0.292,54.77
