Manufacturer,Vehicle_Model,Vehicle_Class,Engine_Size_L,Engine_Cylinders,Transmission_Type,Fuel_Type_Code,Fuel_Type,Fuel_Consumption_City_L100km,Fuel_Consumption_Hwy_L100km,Fuel_Consumption_Combined_L100km,CO2_Emissions_g_per_km,Estimated_Annual_CO2_kg,Fuel_Cost_Per_100km_CAD,Estimated_Annual_Fuel_Cost_CAD,EV_CO2_Saving_g_per_km,EV_Annual_CO2_Saving_kg,Is_Diesel,Emission_Category
Acura,MDX Hybrid AWD,Suv - Small,3.0,6,AM7,Z,Premium Gasoline,9.1,9.0,9.0,210,4200.0,13.05,2610.0,180,3600.0,0,Medium
Acura,RDX AWD,Suv - Small,2.0,4,AS10,Z,Premium Gasoline,11.0,8.6,9.9,232,4640.0,14.36,2872.0,202,4040.0,0,Medium
Acura,RDX AWD A-SPEC,Suv - Small,2.0,4,AS10,Z,Premium Gasoline,11.3,9.1,10.3,242,4840.0,14.94,2988.0,212,4240.0,0,Medium
Acura,RLX Hybrid,Mid-Size,3.5,6,AM7,Z,Premium Gasoline,8.4,8.2,8.4,196,3920.0,12.18,2436.0,166,3320.0,0,Medium
Alfa Romeo,4C Coupe,Two-Seater,1.8,4,AM6,Z,Premium Gasoline,9.7,6.9,8.4,197,3940.0,12.18,2436.0,167,3340.0,0,Medium
Alfa Romeo,4C Spider,Two-Seater,1.8,4,AM6,Z,Premium Gasoline,9.7,6.9,8.4,197,3940.0,12.18,2436.0,167,3340.0,0,Medium
Alfa Romeo,Giulia,Mid-Size,2.0,4,A8,Z,Premium Gasoline,10.0,7.2,8.7,205,4100.0,12.61,2522.0,175,3500.0,0,Medium
Alfa Romeo,Giulia AWD,Mid-Size,2.0,4,A8,Z,Premium Gasoline,10.5,7.7,9.2,217,4340.0,13.34,2668.0,187,3740.0,0,Medium
Alfa Romeo,Giulia Quadrifoglio,Mid-Size,2.9,6,A8,Z,Premium Gasoline,13.8,9.6,11.9,280,5600.0,17.26,3452.0,250,5000.0,0,High
Alfa Romeo,Stelvio,Suv - Small,2.0,4,A8,Z,Premium Gasoline,10.3,8.1,9.3,218,4360.0,13.49,2698.0,188,3760.0,0,Medium
Alfa Romeo,Stelvio AWD,Suv - Small,2.0,4,A8,Z,Premium Gasoline,10.8,8.3,9.6,226,4520.0,13.92,2784.0,196,3920.0,0,Medium
Alfa Romeo,Stelvio AWD Quadrifoglio,Suv - Small,2.9,6,A8,Z,Premium Gasoline,14.1,10.4,12.4,292,5840.0,17.98,3596.0,262,5240.0,0,High
Aston Martin,DB11 AMR,Minicompact,5.2,12,A8,Z,Premium Gasoline,15.5,10.6,13.3,312,6240.0,19.28,3856.0,282,5640.0,0,High
Aston Martin,DBS Superleggera,Minicompact,5.2,12,A8,Z,Premium Gasoline,16.4,10.7,13.8,324,6480.0,20.01,4002.0,294,5880.0,0,High
Aston Martin,Rapide AMR,Subcompact,6.0,12,A8,Z,Premium Gasoline,16.7,10.9,14.1,332,6640.0,20.44,4088.0,302,6040.0,0,High
Aston Martin,Vanquish Zagato,Minicompact,6.0,12,A8,Z,Premium Gasoline,17.5,11.4,14.7,346,6920.0,21.32,4264.0,316,6320.0,0,High
Aston Martin,Vantage V8,Two-Seater,4.0,8,A8,Z,Premium Gasoline,12.7,9.4,11.2,264,5280.0,16.24,3248.0,234,4680.0,0,High
Audi,A3,Subcompact,2.0,4,AM7,X,Regular Gasoline,9.1,6.8,8.1,188,3760.0,11.74,2348.0,158,3160.0,0,Medium
Audi,A3 quattro,Subcompact,2.0,4,AM7,X,Regular Gasoline,10.9,7.9,9.6,225,4500.0,13.92,2784.0,195,3900.0,0,Medium
Audi,A3 Cabriolet quattro,Subcompact,2.0,4,AM7,X,Regular Gasoline,10.7,7.9,9.5,221,4420.0,13.78,2756.0,191,3820.0,0,Medium
Audi,A4,Compact,2.0,4,AM7,Z,Premium Gasoline,8.6,6.9,7.8,182,3640.0,11.31,2262.0,152,3040.0,0,Medium
Audi,A4 quattro,Compact,2.0,4,AM7,Z,Premium Gasoline,10.0,7.0,8.7,204,4080.0,12.61,2522.0,174,3480.0,0,Medium
Audi,A4 allroad quattro,Station Wagon - Small,2.0,4,AM7,Z,Premium Gasoline,10.7,8.0,9.5,221,4420.0,13.78,2756.0,191,3820.0,0,Medium
Audi,A5 quattro,Subcompact,2.0,4,AM7,Z,Premium Gasoline,10.0,7.0,8.7,204,4080.0,12.61,2522.0,174,3480.0,0,Medium
Audi,A5 Cabriolet quattro,Subcompact,2.0,4,AM7,Z,Premium Gasoline,10.0,7.0,8.7,204,4080.0,12.61,2522.0,174,3480.0,0,Medium
Audi,A5 Sportback quattro,Mid-Size,2.0,4,AM7,Z,Premium Gasoline,10.0,7.0,8.7,204,4080.0,12.61,2522.0,174,3480.0,0,Medium
Audi,A6 quattro,Mid-Size,3.0,6,AM7,Z,Premium Gasoline,10.7,8.2,9.6,224,4480.0,13.92,2784.0,194,3880.0,0,Medium
Audi,A7 quattro,Mid-Size,3.0,6,AM7,Z,Premium Gasoline,10.7,8.2,9.6,224,4480.0,13.92,2784.0,194,3880.0,0,Medium
Audi,A8L,Full-Size,3.0,6,AS8,Z,Premium Gasoline,12.5,8.6,10.8,252,5040.0,15.66,3132.0,222,4440.0,0,High
Audi,Q3 quattro,Suv - Small,2.0,4,AS8,X,Regular Gasoline,12.3,8.6,10.6,248,4960.0,15.37,3074.0,218,4360.0,0,Medium
Audi,Q5,Suv - Small,2.0,4,AM7,Z,Premium Gasoline,10.9,8.7,9.9,230,4600.0,14.36,2872.0,200,4000.0,0,Medium
Audi,Q8,Suv - Standard,3.0,6,AS8,Z,Premium Gasoline,14.0,10.7,12.5,294,5880.0,18.12,3624.0,264,5280.0,0,High
Audi,RS 3,Subcompact,2.5,5,AM7,Z,Premium Gasoline,12.4,8.4,10.6,247,4940.0,15.37,3074.0,217,4340.0,0,Medium
Audi,RS 5 Coupe,Subcompact,2.9,6,AS8,Z,Premium Gasoline,13.3,8.7,11.3,262,5240.0,16.39,3278.0,232,4640.0,0,High
Audi,RS 5 Sportback,Mid-Size,2.9,6,AS8,Z,Premium Gasoline,13.5,9.0,11.5,268,5360.0,16.68,3336.0,238,4760.0,0,High
Audi,S3,Subcompact,2.0,4,AM7,Z,Premium Gasoline,10.7,8.0,9.5,222,4440.0,13.78,2756.0,192,3840.0,0,Medium
Audi,S4,Compact,3.0,6,AS8,Z,Premium Gasoline,11.3,8.0,9.8,230,4600.0,14.21,2842.0,200,4000.0,0,Medium
Audi,S5,Subcompact,3.0,6,AS8,Z,Premium Gasoline,11.3,8.0,9.8,230,4600.0,14.21,2842.0,200,4000.0,0,Medium
Audi,S5 Cabriolet,Subcompact,3.0,6,AS8,Z,Premium Gasoline,11.4,8.2,9.9,234,4680.0,14.36,2872.0,204,4080.0,0,Medium
Audi,S5 Sportback,Mid-Size,3.0,6,AS8,Z,Premium Gasoline,11.3,8.0,9.8,230,4600.0,14.21,2842.0,200,4000.0,0,Medium
Audi,SQ5,Suv - Small,3.0,6,AS8,Z,Premium Gasoline,12.7,10.0,11.5,270,5400.0,16.68,3336.0,240,4800.0,0,High
Audi,TT Coupe quattro,Subcompact,2.0,4,AM7,X,Regular Gasoline,10.3,7.7,9.2,213,4260.0,13.34,2668.0,183,3660.0,0,Medium
Audi,TT Roadster quattro,Two-Seater,2.0,4,AM7,X,Regular Gasoline,10.3,7.7,9.2,213,4260.0,13.34,2668.0,183,3660.0,0,Medium
Audi,TT RS Coupe,Subcompact,2.5,5,AM7,Z,Premium Gasoline,12.0,8.3,10.3,241,4820.0,14.94,2988.0,211,4220.0,0,Medium
Audi,TTS Coupe,Subcompact,2.0,4,AM7,Z,Premium Gasoline,10.4,8.2,9.4,220,4400.0,13.63,2726.0,190,3800.0,0,Medium
Bentley,Bentayga,Suv - Standard,4.0,8,AS8,Z,Premium Gasoline,16.4,10.1,13.6,315,6300.0,19.72,3944.0,285,5700.0,0,High
Bentley,Mulsanne,Mid-Size,6.8,8,AS8,Z,Premium Gasoline,24.5,14.4,20.0,465,9300.0,29.0,5800.0,435,8700.0,0,Very High
Bmw,230i xDrive Cabriolet,Subcompact,2.0,4,AS8,Z,Premium Gasoline,10.2,7.2,8.8,207,4140.0,12.76,2552.0,177,3540.0,0,Medium
Bmw,230i xDrive Coupe,Subcompact,2.0,4,AS8,Z,Premium Gasoline,9.9,7.1,8.6,202,4040.0,12.47,2494.0,172,3440.0,0,Medium
Bmw,330i xDrive,Compact,2.0,4,AS8,Z,Premium Gasoline,9.5,6.9,8.3,194,3880.0,12.04,2408.0,164,3280.0,0,Medium
Bmw,330i xDrive Gran Turismo,Full-Size,2.0,4,AS8,Z,Premium Gasoline,10.2,7.2,8.8,207,4140.0,12.76,2552.0,177,3540.0,0,Medium
Bmw,330i xDrive Touring,Station Wagon - Small,2.0,4,AS8,Z,Premium Gasoline,10.2,7.2,8.8,207,4140.0,12.76,2552.0,177,3540.0,0,Medium
Bmw,430i xDrive Cabriolet,Subcompact,2.0,4,AS8,Z,Premium Gasoline,10.6,7.3,9.1,213,4260.0,13.19,2638.0,183,3660.0,0,Medium
Bmw,430i xDrive Coupe,Compact,2.0,4,AS8,Z,Premium Gasoline,10.2,7.2,8.8,207,4140.0,12.76,2552.0,177,3540.0,0,Medium
Bmw,430i xDrive Gran Coupe,Compact,2.0,4,AS8,Z,Premium Gasoline,10.2,7.2,8.8,207,4140.0,12.76,2552.0,177,3540.0,0,Medium
Bmw,440i Coupe,Compact,3.0,6,AS8,Z,Premium Gasoline,11.2,7.3,9.4,227,4540.0,13.63,2726.0,197,3940.0,0,Medium
Bmw,440i Coupe,Compact,3.0,6,M6,Z,Premium Gasoline,12.8,8.8,11.0,256,5120.0,15.95,3190.0,226,4520.0,0,High
Bmw,440i xDrive Cabriolet,Subcompact,3.0,6,AS8,Z,Premium Gasoline,11.8,7.9,10.0,235,4700.0,14.5,2900.0,205,4100.0,0,Medium
Bmw,440i xDrive Coupe,Compact,3.0,6,AS8,Z,Premium Gasoline,11.4,7.6,9.7,228,4560.0,14.06,2812.0,198,3960.0,0,Medium
Bmw,440i xDrive Coupe,Compact,3.0,6,M6,Z,Premium Gasoline,13.0,8.5,11.0,256,5120.0,15.95,3190.0,226,4520.0,0,High
Bmw,440i xDrive Gran Coupe,Compact,3.0,6,AS8,Z,Premium Gasoline,11.4,7.6,9.7,228,4560.0,14.06,2812.0,198,3960.0,0,Medium
Bmw,530i xDrive,Mid-Size,2.0,4,AS8,Z,Premium Gasoline,10.2,7.2,8.8,207,4140.0,12.76,2552.0,177,3540.0,0,Medium
Bmw,540i xDrive,Mid-Size,3.0,6,AS8,Z,Premium Gasoline,11.2,8.1,9.8,231,4620.0,14.21,2842.0,201,4020.0,0,Medium
Bmw,640i xDrive Gran Coupe,Compact,3.0,6,AS8,Z,Premium Gasoline,12.3,8.4,10.5,248,4960.0,15.22,3044.0,218,4360.0,0,Medium
Bmw,640i xDrive Gran Turismo,Full-Size,3.0,6,AS8,Z,Premium Gasoline,11.9,8.4,10.3,241,4820.0,14.94,2988.0,211,4220.0,0,Medium
Bmw,650i xDrive Gran Coupe,Compact,4.4,8,AS8,Z,Premium Gasoline,14.0,9.6,12.0,282,5640.0,17.4,3480.0,252,5040.0,0,High
Bmw,750i xDrive,Full-Size,4.4,8,AS8,Z,Premium Gasoline,13.3,9.2,11.5,269,5380.0,16.68,3336.0,239,4780.0,0,High
Bmw,750Li xDrive,Full-Size,4.4,8,AS8,Z,Premium Gasoline,14.0,9.6,12.0,282,5640.0,17.4,3480.0,252,5040.0,0,High
Bmw,Alpina B6 xDrive Gran Coupe,Compact,4.4,8,AS8,Z,Premium Gasoline,14.0,9.6,12.0,282,5640.0,17.4,3480.0,252,5040.0,0,High
Bmw,Alpina B7 xDrive,Full-Size,4.4,8,AS8,Z,Premium Gasoline,14.0,9.6,12.0,282,5640.0,17.4,3480.0,252,5040.0,0,High
Bmw,M2 Competition,Subcompact,3.0,6,AM7,Z,Premium Gasoline,14.3,10.4,12.6,294,5880.0,18.27,3654.0,264,5280.0,0,High
Bmw,M2 Competition,Subcompact,3.0,6,M6,Z,Premium Gasoline,13.4,9.6,11.7,273,5460.0,16.96,3392.0,243,4860.0,0,High
Bmw,M240i Cabriolet,Subcompact,3.0,6,AS8,Z,Premium Gasoline,11.2,7.8,9.7,227,4540.0,14.06,2812.0,197,3940.0,0,Medium
Bmw,M240i Cabriolet,Subcompact,3.0,6,M6,Z,Premium Gasoline,12.8,8.8,11.0,256,5120.0,15.95,3190.0,226,4520.0,0,High
Bmw,M240i Coupe,Subcompact,3.0,6,AS8,Z,Premium Gasoline,11.2,7.8,9.7,227,4540.0,14.06,2812.0,197,3940.0,0,Medium
Bmw,M240i Coupe,Subcompact,3.0,6,M6,Z,Premium Gasoline,12.8,8.8,11.0,256,5120.0,15.95,3190.0,226,4520.0,0,High
Bmw,M240i Coupe M Performance,Subcompact,3.0,6,AS8,Z,Premium Gasoline,11.2,7.8,9.7,227,4540.0,14.06,2812.0,197,3940.0,0,Medium
Bmw,M240i Coupe M Performance,Subcompact,3.0,6,M6,Z,Premium Gasoline,12.8,8.8,11.0,256,5120.0,15.95,3190.0,226,4520.0,0,High
Bmw,M240i xDrive Cabriolet,Subcompact,3.0,6,AS8,Z,Premium Gasoline,11.3,8.0,9.8,229,4580.0,14.21,2842.0,199,3980.0,0,Medium
Bmw,M240i xDrive Coupe,Subcompact,3.0,6,AS8,Z,Premium Gasoline,11.3,8.0,9.8,229,4580.0,14.21,2842.0,199,3980.0,0,Medium
Bmw,M240i xDrive Coupe M Performance,Subcompact,3.0,6,AS8,Z,Premium Gasoline,11.3,8.0,9.8,229,4580.0,14.21,2842.0,199,3980.0,0,Medium
Bmw,M4 Cabriolet,Subcompact,3.0,6,AM7,Z,Premium Gasoline,14.5,10.5,12.7,299,5980.0,18.42,3684.0,269,5380.0,0,High
Bmw,M4 Cabriolet,Subcompact,3.0,6,M6,Z,Premium Gasoline,13.8,9.4,11.9,280,5600.0,17.26,3452.0,250,5000.0,0,High
Bmw,M4 Cabriolet Competition,Subcompact,3.0,6,AM7,Z,Premium Gasoline,14.5,10.5,12.7,299,5980.0,18.42,3684.0,269,5380.0,0,High
Bmw,M4 Cabriolet Competition,Subcompact,3.0,6,M6,Z,Premium Gasoline,13.8,9.4,11.9,280,5600.0,17.26,3452.0,250,5000.0,0,High
Bmw,M4 Coupe,Compact,3.0,6,AM7,Z,Premium Gasoline,14.3,10.4,12.6,294,5880.0,18.27,3654.0,264,5280.0,0,High
Bmw,M4 Coupe,Compact,3.0,6,M6,Z,Premium Gasoline,13.4,9.6,11.7,273,5460.0,16.96,3392.0,243,4860.0,0,High
Bmw,M4 Coupe Competition,Compact,3.0,6,AM7,Z,Premium Gasoline,14.3,10.4,12.6,294,5880.0,18.27,3654.0,264,5280.0,0,High
Bmw,M4 Coupe Competition,Compact,3.0,6,M6,Z,Premium Gasoline,13.4,9.6,11.7,273,5460.0,16.96,3392.0,243,4860.0,0,High
Bmw,M4 CS,Compact,3.0,6,AM7,Z,Premium Gasoline,14.3,10.4,12.6,294,5880.0,18.27,3654.0,264,5280.0,0,High
Bmw,M5,Mid-Size,4.4,8,AS8,Z,Premium Gasoline,16.0,11.2,13.9,324,6480.0,20.16,4032.0,294,5880.0,0,High
Bmw,M5 Competition,Mid-Size,4.4,8,AS8,Z,Premium Gasoline,16.0,11.2,13.9,324,6480.0,20.16,4032.0,294,5880.0,0,High
Bmw,M550i xDrive,Mid-Size,4.4,8,AS8,Z,Premium Gasoline,13.3,9.2,11.5,269,5380.0,16.68,3336.0,239,4780.0,0,High
Bmw,M6 Gran Coupe,Compact,4.4,8,AM7,Z,Premium Gasoline,17.3,11.6,14.7,344,6880.0,21.32,4264.0,314,6280.0,0,High
Bmw,M760Li xDrive,Full-Size,6.6,12,AS8,Z,Premium Gasoline,17.7,11.9,15.1,355,7100.0,21.9,4380.0,325,6500.0,0,Very High
Bmw,M850i xDrive Cabriolet,Subcompact,4.4,8,AS8,Z,Premium Gasoline,13.5,9.2,11.6,270,5400.0,16.82,3364.0,240,4800.0,0,High
Bmw,M850i xDrive Coupe,Subcompact,4.4,8,AS8,Z,Premium Gasoline,13.3,9.2,11.5,269,5380.0,16.68,3336.0,239,4780.0,0,High
Bmw,X1 xDrive28i,Suv - Small,2.0,4,AS8,Z,Premium Gasoline,10.7,7.5,9.3,217,4340.0,13.49,2698.0,187,3740.0,0,Medium
Bmw,X2 xDrive28i,Suv - Small,2.0,4,AS8,Z,Premium Gasoline,11.0,7.7,9.5,222,4440.0,13.78,2756.0,192,3840.0,0,Medium
Bmw,X3 xDrive30i,Suv - Small,2.0,4,AS8,Z,Premium Gasoline,10.8,8.0,9.6,223,4460.0,13.92,2784.0,193,3860.0,0,Medium
Bmw,X3 M40i,Suv - Small,3.0,6,AS8,Z,Premium Gasoline,11.9,8.7,10.4,245,4900.0,15.08,3016.0,215,4300.0,0,Medium
Bmw,X4 xDrive30i,Suv - Small,2.0,4,AS8,Z,Premium Gasoline,10.8,8.0,9.6,223,4460.0,13.92,2784.0,193,3860.0,0,Medium
Bmw,X4 M40i,Suv - Small,3.0,6,AS8,Z,Premium Gasoline,11.9,8.7,10.4,245,4900.0,15.08,3016.0,215,4300.0,0,Medium
Bmw,X5 xDrive40i,Suv - Standard,3.0,6,AS8,Z,Premium Gasoline,11.7,9.1,10.5,245,4900.0,15.22,3044.0,215,4300.0,0,Medium
Bmw,X5 xDrive50i,Suv - Standard,4.4,8,AS8,Z,Premium Gasoline,15.3,11.1,13.4,314,6280.0,19.43,3886.0,284,5680.0,0,High
Bmw,X6 xDrive35i,Suv - Standard,3.0,6,AS8,Z,Premium Gasoline,13.0,9.9,11.6,272,5440.0,16.82,3364.0,242,4840.0,0,High
Bmw,X6 xDrive50i,Suv - Standard,4.4,8,AS8,Z,Premium Gasoline,14.3,10.6,12.6,294,5880.0,18.27,3654.0,264,5280.0,0,High
Bmw,X7 xDrive40i,Suv - Standard,3.0,6,AS8,Z,Premium Gasoline,12.0,9.4,10.8,254,5080.0,15.66,3132.0,224,4480.0,0,High
Bmw,X7 xDrive50i,Suv - Standard,4.4,8,AS8,Z,Premium Gasoline,14.3,10.6,12.6,294,5880.0,18.27,3654.0,264,5280.0,0,High
Bugatti,Chiron,Two-Seater,8.0,16,AM7,Z,Premium Gasoline,26.8,16.6,22.2,522,10440.0,32.19,6438.0,492,9840.0,0,Very High
Buick,Enclave,Suv - Standard,3.6,6,A9,X,Regular Gasoline,13.0,9.1,11.2,263,5260.0,16.24,3248.0,233,4660.0,0,High
Buick,Enclave AWD,Suv - Standard,3.6,6,A9,X,Regular Gasoline,13.8,9.5,11.9,278,5560.0,17.26,3452.0,248,4960.0,0,High
Buick,Encore,Suv - Small,1.4,4,AS6,X,Regular Gasoline,9.4,7.8,8.7,204,4080.0,12.61,2522.0,174,3480.0,0,Medium
Buick,Encore (SIDI with Stop/Start),Suv - Small,1.4,4,AS6,X,Regular Gasoline,8.9,7.5,8.3,194,3880.0,12.04,2408.0,164,3280.0,0,Medium
Buick,Encore AWD,Suv - Small,1.4,4,AS6,X,Regular Gasoline,9.9,8.1,9.1,214,4280.0,13.19,2638.0,184,3680.0,0,Medium
Buick,Encore AWD (SIDI with Stop/Start),Suv - Small,1.4,4,AS6,X,Regular Gasoline,9.4,7.9,8.8,205,4100.0,12.76,2552.0,175,3500.0,0,Medium
Buick,Envision AWD,Suv - Small,2.0,4,A9,Z,Premium Gasoline,11.7,9.4,10.7,249,4980.0,15.51,3102.0,219,4380.0,0,Medium
Buick,Envision AWD,Suv - Small,2.5,4,A6,X,Regular Gasoline,11.1,8.6,10.0,234,4680.0,14.5,2900.0,204,4080.0,0,Medium
Buick,LaCrosse,Mid-Size,3.6,6,AS9,X,Regular Gasoline,11.7,7.8,9.9,233,4660.0,14.36,2872.0,203,4060.0,0,Medium
Buick,LaCrosse eAssist,Mid-Size,2.5,4,AS6,X,Regular Gasoline,9.4,6.8,8.2,192,3840.0,11.89,2378.0,162,3240.0,0,Medium
Buick,LaCrosse AWD,Mid-Size,3.6,6,AS9,X,Regular Gasoline,11.7,8.2,10.1,238,4760.0,14.64,2928.0,208,4160.0,0,Medium
Buick,Regal,Mid-Size,2.0,4,AS9,Z,Premium Gasoline,10.6,7.4,9.1,214,4280.0,13.19,2638.0,184,3680.0,0,Medium
Buick,Regal AWD,Mid-Size,2.0,4,AS8,Z,Premium Gasoline,11.0,8.0,9.6,227,4540.0,13.92,2784.0,197,3940.0,0,Medium
Buick,Regal AWD,Mid-Size,3.6,6,AS9,X,Regular Gasoline,12.4,8.7,10.7,251,5020.0,15.51,3102.0,221,4420.0,0,High
Cadillac,CT6 AWD,Full-Size,3.0,6,AS10,Z,Premium Gasoline,13.1,9.1,11.3,267,5340.0,16.39,3278.0,237,4740.0,0,High
Cadillac,CT6 AWD,Full-Size,3.6,6,AS10,X,Regular Gasoline,13.0,8.8,11.1,261,5220.0,16.1,3220.0,231,4620.0,0,High
Cadillac,CT6 AWD,Full-Size,4.2,8,AS10,Z,Premium Gasoline,17.3,9.5,13.8,324,6480.0,20.01,4002.0,294,5880.0,0,High
Cadillac,CTS,Mid-Size,2.0,4,AS8,Z,Premium Gasoline,11.0,7.8,9.5,222,4440.0,13.78,2756.0,192,3840.0,0,Medium
Cadillac,CTS,Mid-Size,3.6,6,AS8,X,Regular Gasoline,12.3,8.2,10.5,246,4920.0,15.22,3044.0,216,4320.0,0,Medium
Cadillac,CTS AWD,Mid-Size,2.0,4,AS8,Z,Premium Gasoline,11.4,8.1,9.9,232,4640.0,14.36,2872.0,202,4040.0,0,Medium
Cadillac,CTS AWD,Mid-Size,3.6,6,AS8,X,Regular Gasoline,13.3,9.2,11.5,269,5380.0,16.68,3336.0,239,4780.0,0,High
Cadillac,CTS Vsport,Mid-Size,3.6,6,AS8,Z,Premium Gasoline,15.0,9.9,12.7,298,5960.0,18.42,3684.0,268,5360.0,0,High
Cadillac,CTS-V,Mid-Size,6.2,8,AS8,Z,Premium Gasoline,17.1,11.0,14.3,337,6740.0,20.74,4148.0,307,6140.0,0,High
Cadillac,Escalade 4WD,Suv - Standard,6.2,8,A10,Z,Premium Gasoline,16.6,10.9,14.0,328,6560.0,20.3,4060.0,298,5960.0,0,High
Cadillac,XT4,Suv - Small,2.0,4,AS9,Z,Premium Gasoline,9.8,7.8,8.9,209,4180.0,12.9,2580.0,179,3580.0,0,Medium
Cadillac,XT4 AWD,Suv - Small,2.0,4,AS9,Z,Premium Gasoline,10.9,8.2,9.7,227,4540.0,14.06,2812.0,197,3940.0,0,Medium
Cadillac,XTS,Full-Size,3.6,6,AS6,X,Regular Gasoline,12.9,8.7,11.0,259,5180.0,15.95,3190.0,229,4580.0,0,High
Cadillac,XTS Vsport AWD,Full-Size,3.6,6,AS6,Z,Premium Gasoline,15.0,10.1,12.8,302,6040.0,18.56,3712.0,272,5440.0,0,High
Chevrolet,Blazer,Suv - Small,2.5,4,A9,X,Regular Gasoline,10.8,8.8,9.9,232,4640.0,14.36,2872.0,202,4040.0,0,Medium
Chevrolet,Blazer,Suv - Small,3.6,6,A9,X,Regular Gasoline,12.0,9.0,10.6,250,5000.0,15.37,3074.0,220,4400.0,0,High
Chevrolet,Blazer AWD,Suv - Small,3.6,6,A9,X,Regular Gasoline,12.7,9.5,11.3,265,5300.0,16.39,3278.0,235,4700.0,0,High
Chevrolet,Camaro,Subcompact,2.0,4,AS8,Z,Premium Gasoline,10.8,7.7,9.4,220,4400.0,13.63,2726.0,190,3800.0,0,Medium
Chevrolet,Camaro,Subcompact,2.0,4,M6,Z,Premium Gasoline,11.9,7.9,10.1,235,4700.0,14.64,2928.0,205,4100.0,0,Medium
Chevrolet,Camaro,Subcompact,3.6,6,AS8,X,Regular Gasoline,12.3,8.2,10.4,246,4920.0,15.08,3016.0,216,4320.0,0,Medium
Chevrolet,Camaro,Subcompact,3.6,6,M6,X,Regular Gasoline,14.3,8.8,11.8,277,5540.0,17.11,3422.0,247,4940.0,0,High
Chevrolet,Camaro SS,Subcompact,6.2,8,AS10,Z,Premium Gasoline,14.5,8.8,12.0,279,5580.0,17.4,3480.0,249,4980.0,0,High
Chevrolet,Camaro SS,Subcompact,6.2,8,M6,Z,Premium Gasoline,14.9,9.9,12.6,297,5940.0,18.27,3654.0,267,5340.0,0,High
Chevrolet,Camaro ZL1,Subcompact,6.2,8,AS10,Z,Premium Gasoline,18.3,11.2,15.1,355,7100.0,21.9,4380.0,325,6500.0,0,Very High
Chevrolet,Camaro ZL1,Subcompact,6.2,8,M6,Z,Premium Gasoline,17.2,12.0,14.9,349,6980.0,21.6,4320.0,319,6380.0,0,High
Chevrolet,Colorado,Pickup Truck - Small,2.5,4,A6,X,Regular Gasoline,12.1,9.2,10.8,253,5060.0,15.66,3132.0,223,4460.0,0,High
Chevrolet,Colorado,Pickup Truck - Small,2.5,4,M6,X,Regular Gasoline,11.9,9.2,10.7,251,5020.0,15.51,3102.0,221,4420.0,0,High
Chevrolet,Colorado,Pickup Truck - Small,2.8,4,A6,D,Diesel,11.8,7.9,10.1,270,5400.0,16.16,3232.0,240,4800.0,1,High
Chevrolet,Colorado,Pickup Truck - Small,3.6,6,A8,X,Regular Gasoline,13.4,9.6,11.7,274,5480.0,16.96,3392.0,244,4880.0,0,High
Chevrolet,Colorado 4WD,Pickup Truck - Small,2.5,4,A6,X,Regular Gasoline,12.7,9.8,11.4,267,5340.0,16.53,3306.0,237,4740.0,0,High
Chevrolet,Colorado 4WD,Pickup Truck - Small,2.8,4,A6,D,Diesel,12.2,8.4,10.5,283,5660.0,16.8,3360.0,253,5060.0,1,High
Chevrolet,Colorado 4WD,Pickup Truck - Small,3.6,6,A8,X,Regular Gasoline,14.0,9.9,12.2,286,5720.0,17.69,3538.0,256,5120.0,0,High
Chevrolet,Colorado ZR2 4WD,Pickup Truck - Small,2.8,4,A6,D,Diesel,13.3,10.6,12.1,326,6520.0,19.36,3872.0,296,5920.0,1,High
Chevrolet,Colorado ZR2 4WD,Pickup Truck - Small,3.6,6,A8,X,Regular Gasoline,15.0,13.0,14.1,331,6620.0,20.44,4088.0,301,6020.0,0,High
Chevrolet,Corvette,Two-Seater,6.2,8,AS8,Z,Premium Gasoline,15.6,9.2,12.7,299,5980.0,18.42,3684.0,269,5380.0,0,High
Chevrolet,Corvette,Two-Seater,6.2,8,M7,Z,Premium Gasoline,14.6,9.3,12.2,286,5720.0,17.69,3538.0,256,5120.0,0,High
Chevrolet,Corvette Z06,Two-Seater,6.2,8,AS8,Z,Premium Gasoline,17.2,10.1,14.0,331,6620.0,20.3,4060.0,301,6020.0,0,High
Chevrolet,Corvette Z06,Two-Seater,6.2,8,M7,Z,Premium Gasoline,15.9,10.6,13.5,318,6360.0,19.58,3916.0,288,5760.0,0,High
Chevrolet,Corvette ZR1,Two-Seater,6.2,8,AS8,Z,Premium Gasoline,19.5,12.0,16.1,381,7620.0,23.35,4670.0,351,7020.0,0,Very High
Chevrolet,Corvette ZR1,Two-Seater,6.2,8,M7,Z,Premium Gasoline,18.2,12.5,15.6,368,7360.0,22.62,4524.0,338,6760.0,0,Very High
Chevrolet,Cruze,Compact,1.4,4,AS6,X,Regular Gasoline,8.3,6.2,7.3,172,3440.0,10.58,2116.0,142,2840.0,0,Medium
Chevrolet,Cruze Premier,Compact,1.4,4,AS6,X,Regular Gasoline,8.3,6.2,7.3,172,3440.0,10.58,2116.0,142,2840.0,0,Medium
Chevrolet,Cruze Diesel,Compact,1.6,4,A9,D,Diesel,7.6,4.9,6.4,172,3440.0,10.24,2048.0,142,2840.0,1,Medium
