Station_ID,Station_Name,Street_Address,City,State,ZIP_Code,Country,Latitude,Longitude,Charger_Type,Power_kW,Level1_Chargers,Level2_Chargers,DC_Fast_Chargers,Total_Chargers,Operator,Connector_Types,Pricing_Info,Access_Hours,Open_Date,Station_Age_Years,Availability_Pct,Location_Type,Status
107882,Blink - Edinburgh Airport #50,2736 Main St,Edinburgh,SCT,DF5 4WF,GB,55.971371,-3.178256,Level 2,7.2,0,1,0,1,Blink,"J1772, CCS1",Free,Business hours,2022-10-29,3.7,94.7,Airport,Open
107883,Electrify America - Edinburgh Shopping Center #4260,5860 Shopping Center Blvd,Edinburgh,SCT,YW4 8BU,GB,55.953824,-3.19901,DC Fast Charger,169.5,0,0,2,2,Electrify America,"CCS2, CHAdeMO",$0.45/kWh,6:00am-10:00pm daily,2024-01-01,2.5,65.2,Shopping Center,Open
107884,Blink - Edinburgh Highway Rest Stop #4028,8775 Broadway,Edinburgh,SCT,DJ9 1FX,GB,55.955264,-3.174451,Level 2,7.2,0,6,0,6,Blink,J1772,$0.20/kWh,24 hours,2019-08-07,6.9,71.0,Highway Rest Stop,Open
107885,Shell Recharge - Edinburgh University #4943,1103 Airport Rd,Edinburgh,SCT,AG6 2QX,GB,55.947697,-3.208872,Level 2,7.2,0,6,0,6,Shell Recharge,"J1772, CCS1",$0.15/kWh,24 hours daily,2019-07-05,7.0,76.9,University,Open
107886,Tesla Supercharger - Edinburgh Sports Arena #7839,7625 Oak Ave,Edinburgh,SCT,XE3 4AW,GB,56.005359,-3.133558,DC Fast Charger,296.7,0,2,4,6,Tesla Supercharger,CCS1,$0.25-0.50/kWh (Tesla vehicles),Mon-Fri: 6am-10pm,2023-02-21,3.4,90.4,Sports Arena,Open
107887,Blink - Edinburgh Hotel #2972,6660 Main St,Edinburgh,SCT,CT8 8RV,GB,55.992164,-3.256526,Level 2,11.0,0,10,0,10,Blink,"J1772, CCS1",$0.20/kWh,24 hours daily,2018-03-07,8.3,87.6,Hotel,Open
107888,Blink - Edinburgh Library #4229,5830 Highway 1,Edinburgh,SCT,HF5 9UN,GB,55.979571,-3.192564,Level 2,22.0,0,4,0,4,Blink,"J1772, NACS",$0.30/kWh,Daily: 6am-midnight,2023-09-06,2.8,83.4,Library,Open
107889,Osprey - Edinburgh Parking Garage #2930,8282 Industrial Way,Edinburgh,SCT,EY8 5CN,GB,56.036065,-3.176603,DC Fast Charger,58.9,0,0,4,4,Osprey,"CCS1, CHAdeMO",$0.35/kWh,Daily: 6am-midnight,2020-10-29,5.7,52.0,Parking Garage,Open
107890,Tesla Supercharger - Edinburgh Gas Station #7388,926 Airport Rd,Edinburgh,SCT,BQ7 6RW,GB,55.905883,-3.274637,DC Fast Charger,235.6,0,4,2,6,Tesla Supercharger,NACS,$0.25-0.50/kWh (Tesla vehicles),Mon-Fri: 6am-10pm,2020-10-22,5.7,67.4,Gas Station,Open
107891,SemaConnect - Edinburgh Car Dealership #544,5632 University Ave,Edinburgh,SCT,GK2 2TT,GB,55.974044,-3.27257,Level 2,7.2,0,2,0,2,SemaConnect,J1772,$0.15/kWh,24 hours daily,2019-12-19,6.5,86.2,Car Dealership,Open
107892,Tesla Supercharger - Edinburgh Hotel #5519,5680 Shopping Center Blvd,Edinburgh,SCT,VF6 3AN,GB,55.946873,-3.21922,DC Fast Charger,253.2,0,0,4,4,Tesla Supercharger,"CCS1, NACS",$0.25-0.50/kWh (Tesla vehicles),24 hours daily,2024-04-28,2.2,84.8,Hotel,Open
107893,ChargePoint - Edinburgh Supermarket #8571,6787 Business Park Rd,Edinburgh,SCT,UE3 9XT,GB,55.951333,-3.252145,Level 2,3.7,0,10,0,10,ChargePoint,J1772,$0.20/kWh,24 hours daily,2017-05-18,9.1,70.7,Supermarket,Open
107894,Shell Recharge - Edinburgh Supermarket #7168,9392 Oak Ave,Edinburgh,SCT,KL1 3AY,GB,55.901113,-3.227894,Level 2,11.0,0,4,0,4,Shell Recharge,"J1772, NACS",Membership required,24/7,2024-04-28,2.2,71.5,Supermarket,Open
107895,Electrify America - Edinburgh Grocery Store #4869,1706 Shopping Center Blvd,Edinburgh,SCT,XN8 3JE,GB,55.949438,-3.190723,DC Fast Charger,129.1,0,0,8,8,Electrify America,NACS,$0.15/kWh,Mon-Fri: 6am-10pm,2020-08-07,5.9,57.2,Grocery Store,Open
107896,ChargePoint - Edinburgh Parking Garage #2261,6595 University Ave,Edinburgh,SCT,EA8 6SG,GB,56.009967,-3.204259,Level 2,11.0,0,4,0,4,ChargePoint,"J1772, NACS",$0.10/min,6:00am-10:00pm daily,2023-09-21,2.8,61.2,Parking Garage,Open
107897,EVgo - Edinburgh Airport #8223,7076 Tech Drive,Edinburgh,SCT,DV8 2BK,GB,55.971989,-3.210296,DC Fast Charger,115.9,0,0,4,4,EVgo,CCS1,Free,24 hours,2022-08-20,3.9,68.8,Airport,Open
107898,BP Pulse - Edinburgh Hotel #1498,3050 Highway 1,Edinburgh,SCT,VC4 7MX,GB,55.982971,-3.214762,DC Fast Charger,45.4,0,2,2,4,BP Pulse,"CCS1, CHAdeMO",Network pricing,Mon-Sun: 7am-11pm,2021-02-28,5.3,76.8,Hotel,Open
107899,Electrify America - Edinburgh Convention Center #1488,1532 Industrial Way,Edinburgh,SCT,UX1 4PS,GB,55.952397,-3.234401,DC Fast Charger,162.3,0,0,2,2,Electrify America,NACS,Membership required,Business hours,2020-12-11,5.6,80.5,Convention Center,Open
107900,Tesla Supercharger - Edinburgh Mall #9816,2290 Park Blvd,Edinburgh,SCT,SP5 1BY,GB,55.89103,-3.137583,DC Fast Charger,223.3,0,0,6,6,Tesla Supercharger,CCS1,$0.25-0.50/kWh (Tesla vehicles),24 hours daily,2018-01-08,8.5,93.2,Mall,Open
107901,SemaConnect - Edinburgh Hospital #7314,6619 Oak Ave,Edinburgh,SCT,ME8 5ES,GB,55.875733,-3.250266,Level 2,22.0,0,4,0,4,SemaConnect,"J1772, NACS",Network pricing,6:00am-10:00pm daily,2021-05-27,5.1,68.8,Hospital,Open
107902,ChargePoint - Edinburgh Grocery Store #4582,8410 Park Blvd,Edinburgh,SCT,MH3 5EX,GB,55.954804,-3.115471,Level 2,11.0,0,10,0,10,ChargePoint,"J1772, CCS1",$0.30/kWh,Mon-Sun: 7am-11pm,2024-03-08,2.3,50.2,Grocery Store,Open
107903,Tesla Supercharger - Edinburgh Park & Ride #2944,9206 Shopping Center Blvd,Edinburgh,SCT,FA6 1KV,GB,55.975826,-3.184156,DC Fast Charger,256.9,0,0,2,2,Tesla Supercharger,CCS1,$0.25-0.50/kWh (Tesla vehicles),Mon-Fri: 6am-10pm,2024-08-08,1.9,90.3,Park & Ride,Open
107904,ChargePoint - Edinburgh Hospital #3671,8138 Airport Rd,Edinburgh,SCT,PR6 6CD,GB,55.983379,-3.198326,Level 2,22.0,0,2,0,2,ChargePoint,"J1772, NACS",$0.30/kWh,Mon-Fri: 6am-10pm,2017-09-01,8.8,63.0,Hospital,Open
107905,EVgo - Edinburgh Shopping Center #2724,7992 Market St,Edinburgh,SCT,PE8 8AP,GB,55.898547,-3.268958,DC Fast Charger,118.5,0,2,10,12,EVgo,"CCS2, CHAdeMO",$0.20/kWh,Business hours,2019-10-26,6.7,72.1,Shopping Center,Open
107906,BP Pulse - Edinburgh Mall #1999,1432 Shopping Center Blvd,Edinburgh,SCT,TU7 7SP,GB,55.981657,-3.178128,DC Fast Charger,57.3,0,0,10,10,BP Pulse,"CCS1, CHAdeMO",$0.25/kWh,24 hours daily,2020-01-03,6.5,56.9,Mall,Open
107907,ChargePoint - Edinburgh Hospital #1352,9235 Oak Ave,Edinburgh,SCT,BM1 4YE,GB,55.9608,-3.193499,Level 2,11.0,0,2,0,2,ChargePoint,"J1772, NACS",$0.15/kWh,Business hours,2024-01-27,2.4,85.3,Hospital,Open
107908,Tesla Supercharger - Edinburgh Community Center #2587,7615 Park Blvd,Edinburgh,SCT,QX6 5QV,GB,55.913694,-3.258965,DC Fast Charger,292.4,0,0,2,2,Tesla Supercharger,"CCS1, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),Daily: 6am-midnight,2024-07-08,2.0,57.5,Community Center,Open
107909,ChargePoint - Edinburgh Airport #6941,9196 Main St,Edinburgh,SCT,LR4 6JB,GB,56.029278,-3.131086,Level 2,7.2,0,6,0,6,ChargePoint,J1772,$0.25/kWh,Mon-Sun: 7am-11pm,2018-03-07,8.3,81.6,Airport,Open
107910,Independent - Edinburgh Mall #5343,6390 Commerce Dr,Edinburgh,SCT,TQ6 7TH,GB,56.056453,-3.200947,Level 2,11.0,0,6,0,6,Independent,"J1772, NACS",$0.15/kWh,24/7,2024-06-03,2.1,84.2,Mall,Open
107911,Shell Recharge - Edinburgh Supermarket #6274,2048 Industrial Way,Edinburgh,SCT,MJ4 2UF,GB,55.945469,-3.227131,Level 2,11.0,0,6,0,6,Shell Recharge,"J1772, NACS",Free with validation,Business hours,2023-02-22,3.4,82.5,Supermarket,Open
107912,Electrify America - Edinburgh Library #8333,8340 University Ave,Edinburgh,SCT,DL6 9TP,GB,56.028811,-3.222603,DC Fast Charger,155.3,0,0,4,4,Electrify America,CCS1,$0.25/kWh,6:00am-10:00pm daily,2017-01-14,9.5,98.1,Library,Open
107913,ChargePoint - Edinburgh Mall #2566,4072 University Ave,Edinburgh,SCT,DJ9 5CW,GB,55.846377,-3.124662,Level 2,7.2,0,1,0,1,ChargePoint,"J1772, NACS",$0.30/kWh,6:00am-10:00pm daily,2019-07-17,7.0,54.5,Mall,Open
107914,Tesla Supercharger - Edinburgh Parking Garage #6602,5949 Shopping Center Blvd,Edinburgh,SCT,XP4 5XF,GB,55.897637,-3.197338,DC Fast Charger,258.0,0,2,4,6,Tesla Supercharger,NACS,$0.25-0.50/kWh (Tesla vehicles),6:00am-10:00pm daily,2024-12-27,1.5,69.7,Parking Garage,Open
107915,Electrify America - Edinburgh Parking Garage #9798,6055 Commerce Dr,Edinburgh,SCT,HU2 9RR,GB,56.046714,-3.124063,DC Fast Charger,158.2,0,0,4,4,Electrify America,"CCS1, CHAdeMO",$0.40/kWh,24/7,2020-04-29,6.2,78.0,Parking Garage,Open
107916,Electrify America - Edinburgh Parking Garage #2660,3911 Central Ave,Edinburgh,SCT,DD3 3QY,GB,55.91707,-3.225614,DC Fast Charger,166.7,0,0,8,8,Electrify America,"CCS1, CHAdeMO, NACS",$0.45/kWh,24 hours,2019-04-24,7.2,85.5,Parking Garage,Open
107917,Shell Recharge - Edinburgh Sports Arena #6606,7244 Highway 1,Edinburgh,SCT,HS2 3JR,GB,55.917538,-3.220026,Level 2,7.2,0,10,0,10,Shell Recharge,"J1772, CCS1",Network pricing,Business hours,2017-02-10,9.4,74.4,Sports Arena,Open
107918,ChargePoint - Edinburgh Parking Garage #4594,4047 Broadway,Edinburgh,SCT,TH1 3FW,GB,55.957368,-3.20436,Level 2,22.0,0,4,0,4,ChargePoint,"J1772, CCS1",$0.25/kWh,Mon-Fri: 6am-10pm,2020-11-20,5.6,78.8,Parking Garage,Open
107919,ChargePoint - Edinburgh University #5073,7812 Broadway,Edinburgh,SCT,UB4 7KV,GB,55.879439,-3.218462,Level 2,7.2,0,10,0,10,ChargePoint,J1772,$0.20/kWh,24 hours daily,2019-12-01,6.6,71.6,University,Open
107920,Electrify America - Edinburgh Transit Station #7812,7244 Oak Ave,Edinburgh,SCT,FS4 9JW,GB,55.965228,-3.169318,DC Fast Charger,135.0,0,2,4,6,Electrify America,"CCS1, CHAdeMO, NACS",$0.10/kWh,Business hours,2017-08-27,8.8,94.4,Transit Station,Open
107921,ChargePoint - Edinburgh Gas Station #9666,9925 Commerce Dr,Edinburgh,SCT,NH9 7SU,GB,55.929674,-3.202628,Level 2,22.0,0,8,0,8,ChargePoint,"J1772, CCS1",Free,6:00am-10:00pm daily,2024-01-16,2.5,75.8,Gas Station,Open
107922,EVgo - Edinburgh Supermarket #2845,8496 Oak Ave,Edinburgh,SCT,YQ5 5YM,GB,55.93802,-3.240772,DC Fast Charger,114.5,0,2,6,8,EVgo,"CCS1, CHAdeMO",$0.15/kWh,Daily: 6am-midnight,2024-10-20,1.7,93.9,Supermarket,Open
107923,Tesla Supercharger - Edinburgh Convention Center #2375,8216 Oak Ave,Edinburgh,SCT,TD8 7FY,GB,55.95498,-3.226465,DC Fast Charger,200.7,0,4,4,8,Tesla Supercharger,"CCS1, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),24/7,2022-05-09,4.1,76.6,Convention Center,Open
107924,Shell Recharge - Edinburgh Car Dealership #4630,3508 Industrial Way,Edinburgh,SCT,TS8 9QD,GB,56.039457,-3.234486,Level 2,11.0,0,6,0,6,Shell Recharge,"J1772, NACS",Varies,6:00am-10:00pm daily,2024-02-07,2.4,81.4,Car Dealership,Open
107925,ChargePoint - Edinburgh Mall #1992,7345 Tech Drive,Edinburgh,SCT,VD2 5PC,GB,56.016383,-3.22402,Level 2,11.0,0,8,0,8,ChargePoint,"J1772, NACS",$0.15/kWh,24 hours daily,2019-04-01,7.3,64.4,Mall,Open
107926,Volta - Edinburgh Supermarket #519,7098 Central Ave,Edinburgh,SCT,AW5 6VJ,GB,55.981109,-3.207073,Level 2,22.0,2,8,0,10,Volta,J1772,Varies,6:00am-10:00pm daily,2020-01-17,6.5,89.6,Supermarket,Open
107927,EVgo - Edinburgh Workplace #7212,5764 Highway 1,Edinburgh,SCT,QG6 2CX,GB,55.925313,-3.199986,DC Fast Charger,113.4,0,0,8,8,EVgo,"CCS1, CHAdeMO",$0.30/kWh,Daily: 6am-midnight,2019-09-08,6.8,68.2,Workplace,Open
107928,Volta - Edinburgh Hospital #4742,7581 Business Park Rd,Edinburgh,SCT,YS1 8CC,GB,55.940477,-3.168585,Level 2,11.0,0,6,0,6,Volta,"J1772, NACS",$0.15/kWh,Business hours,2022-04-05,4.2,78.2,Hospital,Open
107929,SemaConnect - Edinburgh Park & Ride #8549,6822 Commerce Dr,Edinburgh,SCT,SH4 6PX,GB,55.938911,-3.158957,Level 2,7.2,2,4,0,6,SemaConnect,J1772,Free,Mon-Fri: 6am-10pm,2019-04-12,7.2,61.9,Park & Ride,Open
107930,Pod Point - Edinburgh Library #5447,1557 Highway 1,Edinburgh,SCT,SX1 5GW,GB,55.891755,-3.173177,Level 2,7.2,2,1,0,3,Pod Point,"J1772, CCS1",$0.15/kWh,24 hours daily,2022-03-18,4.3,92.3,Library,Open
107931,Tesla Supercharger - Edinburgh Grocery Store #5612,4810 Shopping Center Blvd,Edinburgh,SCT,VJ5 6CB,GB,55.931447,-3.12041,DC Fast Charger,271.2,0,0,4,4,Tesla Supercharger,NACS,$0.25-0.50/kWh (Tesla vehicles),Mon-Fri: 6am-10pm,2023-12-22,2.5,88.5,Grocery Store,Open
107932,Shell Recharge - Edinburgh Grocery Store #7210,1520 Broadway,Edinburgh,SCT,TG5 9HH,GB,55.909742,-3.192331,Level 2,22.0,0,2,0,2,Shell Recharge,"J1772, NACS",Network pricing,Business hours,2022-03-20,4.3,67.3,Grocery Store,Open
107933,Blink - Edinburgh Supermarket #362,717 Central Ave,Edinburgh,SCT,QD6 6XR,GB,55.958886,-3.221133,Level 2,11.0,0,6,0,6,Blink,J1772,$0.20/kWh,24/7,2023-10-28,2.7,90.1,Supermarket,Open
107934,ChargePoint - Edinburgh Supermarket #8702,4385 Shopping Center Blvd,Edinburgh,SCT,YD4 9DD,GB,55.992832,-3.16109,Level 2,22.0,1,6,0,7,ChargePoint,J1772,$0.30/kWh,Daily: 6am-midnight,2019-11-24,6.6,65.9,Supermarket,Open
107935,ChargePoint - Edinburgh Mall #8601,6747 Main St,Edinburgh,SCT,AL2 9LH,GB,55.985732,-3.186011,Level 2,11.0,0,2,0,2,ChargePoint,"J1772, NACS",$0.10/kWh,Mon-Fri: 6am-10pm,2018-06-05,8.1,93.7,Mall,Open
107936,ChargePoint - Edinburgh Shopping Center #9155,1511 Highway 1,Edinburgh,SCT,NU1 8NT,GB,55.929074,-3.228233,Level 2,22.0,0,6,0,6,ChargePoint,"J1772, NACS",$0.20/kWh,Daily: 6am-midnight,2018-11-15,7.6,86.7,Shopping Center,Open
107937,ChargePoint - Edinburgh Hospital #9339,4821 Central Ave,Edinburgh,SCT,FX8 2HL,GB,56.043326,-3.180966,Level 2,11.0,0,2,0,2,ChargePoint,"J1772, CCS1",$0.30/kWh,6:00am-10:00pm daily,2023-02-11,3.4,82.1,Hospital,Open
107938,ChargePoint - Edinburgh Outlet Center #5412,1767 Commerce Dr,Edinburgh,SCT,FE3 2GA,GB,56.101705,-3.255078,Level 2,11.0,2,8,0,10,ChargePoint,J1772,$0.15/kWh,Mon-Sun: 7am-11pm,2019-07-05,7.0,64.6,Outlet Center,Open
107939,ChargePoint - Edinburgh Mall #3502,5712 Broadway,Edinburgh,SCT,DW5 1YF,GB,55.906294,-3.252291,Level 2,22.0,0,6,0,6,ChargePoint,J1772,$0.25/kWh,24/7,2019-01-17,7.5,85.7,Mall,Open
107940,Shell Recharge - Edinburgh Car Dealership #914,8623 Park Blvd,Edinburgh,SCT,AJ1 8QP,GB,55.934013,-3.189159,Level 2,11.0,0,6,0,6,Shell Recharge,"J1772, CCS1",Membership required,6:00am-10:00pm daily,2021-03-20,5.3,85.1,Car Dealership,Open
107941,ChargePoint - Edinburgh Convention Center #2490,9468 Commerce Dr,Edinburgh,SCT,HF3 6YT,GB,55.978875,-3.276895,Level 2,11.0,0,8,0,8,ChargePoint,"J1772, CCS1",$0.30/kWh,24 hours,2019-11-10,6.6,55.5,Convention Center,Open
107942,ChargePoint - Edinburgh Workplace #1676,2396 Highway 1,Edinburgh,SCT,XK2 7RK,GB,56.04404,-3.149506,Level 2,11.0,0,8,0,8,ChargePoint,J1772,$0.15/kWh,Business hours,2022-07-15,4.0,83.1,Workplace,Open
107943,Electrify America - Edinburgh Park & Ride #6725,4836 Market St,Edinburgh,SCT,RR4 8NU,GB,55.9035,-3.21932,DC Fast Charger,121.7,0,0,2,2,Electrify America,"CCS1, CHAdeMO, NACS",$0.30/kWh,24/7,2017-03-12,9.3,46.9,Park & Ride,Open
107944,Tesla Supercharger - Edinburgh University #5770,1707 Highway 1,Edinburgh,SCT,JY5 9FF,GB,55.813147,-3.139833,DC Fast Charger,262.7,0,0,4,4,Tesla Supercharger,"CCS2, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),24 hours,2018-12-13,7.6,75.5,University,Open
107945,EVgo - Edinburgh Workplace #8972,8915 Tech Drive,Edinburgh,SCT,HN3 6BS,GB,55.994567,-3.1523,DC Fast Charger,86.9,0,0,8,8,EVgo,CCS1,$0.20/kWh,Mon-Fri: 6am-10pm,2018-08-07,7.9,88.8,Workplace,Open
107946,ChargePoint - Edinburgh Park & Ride #296,9442 Commerce Dr,Edinburgh,SCT,JG6 2JW,GB,55.936577,-3.067629,Level 2,7.2,2,4,0,6,ChargePoint,"J1772, CCS1",$0.10/kWh,Mon-Fri: 6am-10pm,2021-11-10,4.6,94.0,Park & Ride,Open
107947,Tesla Supercharger - Edinburgh Hospital #8020,5809 Central Ave,Edinburgh,SCT,UM6 4AE,GB,56.006516,-3.136981,DC Fast Charger,271.1,0,2,1,3,Tesla Supercharger,CCS1,$0.25-0.50/kWh (Tesla vehicles),24 hours,2022-09-06,3.8,88.5,Hospital,Open
107948,ChargePoint - Edinburgh Supermarket #9330,6455 Market St,Edinburgh,SCT,WA7 3RJ,GB,55.952892,-3.303848,Level 2,11.0,0,2,0,2,ChargePoint,J1772,Membership pricing,Business hours,2021-07-21,4.9,71.0,Supermarket,Open
107949,Electrify America - Edinburgh Shopping Center #2219,6411 Airport Rd,Edinburgh,SCT,PH9 3VR,GB,55.937598,-3.140604,DC Fast Charger,122.0,0,0,1,1,Electrify America,"CCS1, CHAdeMO, NACS",$1.00/session,Daily: 6am-midnight,2017-07-04,9.0,82.0,Shopping Center,Open
107950,EVgo - Edinburgh Community Center #4151,8946 Commerce Dr,Edinburgh,SCT,LC6 6JU,GB,55.989818,-3.133824,DC Fast Charger,119.0,0,0,4,4,EVgo,"CCS1, NACS",$0.15/kWh,Mon-Sun: 7am-11pm,2022-07-11,4.0,59.4,Community Center,Open
107951,Electrify America - Edinburgh Highway Rest Stop #4266,1169 Main St,Edinburgh,SCT,YY8 4FD,GB,55.892109,-3.267724,DC Fast Charger,132.1,0,0,2,2,Electrify America,"CCS2, CHAdeMO",$0.25/kWh,Daily: 6am-midnight,2019-12-23,6.5,89.3,Highway Rest Stop,Open
107952,Volta - Edinburgh Community Center #7953,6927 Business Park Rd,Edinburgh,SCT,PR8 6PJ,GB,55.882726,-3.227627,Level 2,7.2,0,2,0,2,Volta,"J1772, NACS",$1.00/session,Mon-Sun: 7am-11pm,2021-01-31,5.4,76.9,Community Center,Open
107953,Independent - Edinburgh Hospital #7707,1364 Broadway,Edinburgh,SCT,UY6 7SX,GB,55.955747,-3.188808,Level 2,22.0,0,2,0,2,Independent,"J1772, CCS1",$0.30/kWh,6:00am-10:00pm daily,2020-12-23,5.5,83.6,Hospital,Open
107954,Electrify America - Edinburgh Workplace #558,7573 Park Blvd,Edinburgh,SCT,FJ7 8GM,GB,55.987335,-3.195913,DC Fast Charger,173.4,0,0,6,6,Electrify America,CCS1,$0.40/kWh,Business hours,2021-03-20,5.3,71.2,Workplace,Open
107955,Tesla Supercharger - Edinburgh Grocery Store #6865,4739 Business Park Rd,Edinburgh,SCT,QY3 7EP,GB,55.913215,-3.069517,DC Fast Charger,296.7,0,2,8,10,Tesla Supercharger,CCS1,$0.25-0.50/kWh (Tesla vehicles),Daily: 6am-midnight,2023-04-17,3.2,93.4,Grocery Store,Open
107956,ChargePoint - Edinburgh Hotel #6753,8082 Business Park Rd,Edinburgh,SCT,FY6 8CN,GB,55.916214,-3.23583,Level 2,11.0,2,2,0,4,ChargePoint,"J1772, NACS",$0.20/kWh,Mon-Fri: 6am-10pm,2017-07-08,9.0,63.3,Hotel,Open
107957,Tesla Supercharger - Edinburgh Hotel #2258,9218 Airport Rd,Edinburgh,SCT,TN7 5EW,GB,56.081617,-3.173297,DC Fast Charger,202.2,0,0,2,2,Tesla Supercharger,"CCS1, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),Business hours,2018-03-28,8.3,72.9,Hotel,Open
107958,EVgo - Edinburgh Convention Center #1795,6065 Central Ave,Edinburgh,SCT,RF7 2RX,GB,55.950271,-3.235258,DC Fast Charger,85.6,0,2,6,8,EVgo,"CCS1, CHAdeMO",$0.30/kWh,24 hours,2017-10-27,8.7,60.0,Convention Center,Open
107959,Blink - Edinburgh Grocery Store #2342,3310 Broadway,Edinburgh,SCT,NB3 9RQ,GB,55.948458,-3.180419,Level 2,3.7,0,10,0,10,Blink,"J1772, NACS",$0.20/kWh,24/7,2022-10-14,3.7,71.4,Grocery Store,Open
107960,EVgo - Edinburgh Hotel #8883,983 Main St,Edinburgh,SCT,KC5 1BB,GB,55.885503,-3.171703,DC Fast Charger,89.1,0,2,4,6,EVgo,"CCS1, CHAdeMO, NACS",$0.25/kWh,Daily: 6am-midnight,2022-07-19,4.0,60.3,Hotel,Open
107961,Blink - Edinburgh Supermarket #6882,3609 Airport Rd,Edinburgh,SCT,EV3 3TJ,GB,55.894711,-3.145425,Level 2,7.2,0,6,0,6,Blink,"J1772, NACS",$0.20/kWh,Mon-Fri: 6am-10pm,2024-07-14,2.0,56.5,Supermarket,Open
107962,ChargePoint - Edinburgh Airport #3547,2481 Park Blvd,Edinburgh,SCT,WX1 4CD,GB,55.959045,-3.151988,Level 2,22.0,0,6,0,6,ChargePoint,J1772,$0.15/kWh,6:00am-10:00pm daily,2024-03-11,2.3,88.9,Airport,Open
107963,Tesla Supercharger - Edinburgh Grocery Store #4089,5062 Highway 1,Edinburgh,SCT,US5 3CQ,GB,55.989754,-3.121136,DC Fast Charger,250.9,0,2,4,6,Tesla Supercharger,"CCS1, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),Mon-Fri: 6am-10pm,2019-12-14,6.5,95.9,Grocery Store,Open
107964,ChargePoint - Edinburgh Airport #5974,1632 Commerce Dr,Edinburgh,SCT,JK5 8QK,GB,55.925817,-3.213254,Level 2,11.0,0,6,0,6,ChargePoint,"J1772, CCS1",Membership pricing,24/7,2024-02-11,2.4,86.7,Airport,Open
107965,Blink - Edinburgh Transit Station #4989,4419 University Ave,Edinburgh,SCT,JK1 2LE,GB,55.937179,-3.170129,Level 2,7.2,2,2,0,4,Blink,J1772,$0.10/kWh,24/7,2019-04-16,7.2,77.6,Transit Station,Open
107966,Independent - Glasgow Gas Station #6067,9666 Central Ave,Glasgow,SCT,CS1 1SN,GB,55.848005,-4.287564,Level 2,22.0,0,8,0,8,Independent,"J1772, CCS1",$1.00/session,Daily: 6am-midnight,2021-10-02,4.7,68.6,Gas Station,Open
107967,Osprey - Glasgow Airport #3467,4213 Broadway,Glasgow,SCT,WK9 3YA,GB,55.878299,-4.290099,DC Fast Charger,59.1,0,0,6,6,Osprey,"CCS2, CHAdeMO",$0.45/kWh,Daily: 6am-midnight,2024-04-17,2.2,55.1,Airport,Open
107968,Shell Recharge - Glasgow Hospital #860,7568 Oak Ave,Glasgow,SCT,CG5 8VR,GB,55.873753,-4.237142,Level 2,7.2,2,4,0,6,Shell Recharge,"J1772, NACS",,Mon-Fri: 6am-10pm,2017-08-09,8.9,86.9,Hospital,Open
107969,Gridserve - Glasgow Transit Station #3069,4560 Market St,Glasgow,SCT,JL8 5RY,GB,55.858854,-4.22844,DC Fast Charger,132.3,0,0,4,4,Gridserve,"CCS1, CHAdeMO",$1.00/session,Mon-Fri: 6am-10pm,2021-04-14,5.2,88.6,Transit Station,Open
107970,Tesla Supercharger - Glasgow Car Dealership #766,6362 University Ave,Glasgow,SCT,AH2 4DK,GB,55.84782,-4.20444,DC Fast Charger,212.7,0,0,8,8,Tesla Supercharger,"CCS1, NACS",$0.25-0.50/kWh (Tesla vehicles),Mon-Fri: 6am-10pm,2023-02-13,3.4,84.5,Car Dealership,Open
107971,Shell Recharge - Glasgow Workplace #7030,7749 University Ave,Glasgow,SCT,RW6 5JN,GB,55.868961,-4.206764,Level 2,11.0,0,6,0,6,Shell Recharge,J1772,$0.10/min DC; $0.03/min AC,Business hours,2018-02-13,8.4,81.4,Workplace,Open
107972,SemaConnect - Glasgow Mall #3057,2441 Main St,Glasgow,SCT,EU2 1BY,GB,55.792285,-4.215298,Level 2,11.0,0,8,0,8,SemaConnect,"J1772, CCS1",,6:00am-10:00pm daily,2018-02-27,8.3,86.4,Mall,Open
107973,EVgo - Glasgow Convention Center #3138,3101 Shopping Center Blvd,Glasgow,SCT,LP1 6HL,GB,55.762263,-4.273337,DC Fast Charger,108.1,0,2,6,8,EVgo,CCS1,$0.20/kWh,Mon-Fri: 6am-10pm,2017-01-01,9.5,73.9,Convention Center,Open
107974,Tesla Supercharger - Glasgow Highway Rest Stop #8196,2385 Shopping Center Blvd,Glasgow,SCT,UJ4 6EF,GB,55.812286,-4.322684,DC Fast Charger,205.4,0,2,4,6,Tesla Supercharger,"CCS1, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),Daily: 6am-midnight,2024-01-02,2.5,85.0,Highway Rest Stop,Open
107975,ChargePoint - Glasgow Shopping Center #8233,1457 Oak Ave,Glasgow,SCT,WF5 4EV,GB,55.875095,-4.337945,Level 2,7.2,0,6,0,6,ChargePoint,"J1772, NACS",Membership pricing,24/7,2019-01-10,7.5,78.3,Shopping Center,Open
107976,EVCS - Glasgow Supermarket #3916,7925 Park Blvd,Glasgow,SCT,YG7 7TT,GB,55.83205,-4.317055,Level 2,3.7,1,6,0,7,EVCS,"J1772, NACS",Varies,Daily: 6am-midnight,2019-02-01,7.4,88.1,Supermarket,Open
